Code,ICD-9 Code,Description,HCUP CCS Classification,HCC Category,CCW Classification,CDPS Classification
13329,E9689,Assault NOS,E Codes: Unspe,,,
13330,E969,Late effect assault,e codes: other,,,
13331,E970,Legal intervent-firearm,E Codes: Firea,,,
13332,E971,Legal intervent-explosiv,E Codes: Other,,,
13333,E972,Legal intervent-gas,E Codes: Poiso,,,
13334,E973,Legal interven-blunt obj,E Codes: Struc,,,
13335,E974,Legal interven-cut instr,E Codes: Cut/p,,,
13336,E975,Legal intervention NEC,E Codes: Struc,,,
13337,E976,Legal intervention NOS,E Codes: Unspe,,,
13338,E977,Late eff-legal intervent,e codes: other,,,
13339,E978,Legal execution,E Codes: Other,,,
13340,E9790,"Terrorism,marine weapons",E Codes: Other,,,
13341,E9791,"Terrorism,dest aircraft",E Codes: Other,,,
13342,E9792,"Terrorism,explosions",E Codes: Other,,,
13343,E9793,"Terrorism, fires",E Codes: Fire/,,,
13344,E9794,"Terrorism, firearms",E Codes: Firea,,,
13345,E9795,"Terrorism, nuc weapons",E Codes: Other,,,
13346,E9796,"Terrorism, biologicals",E Codes: Other,,,
13347,E9797,"Terrorism, chemicals",E Codes: Other,,,
13348,E9798,"Terrorism, NEC/NOS",E Codes: Other,,,
13349,E9799,"Terrorism, secondary",E Codes: Other,,,
13350,E9800,Undeterm pois-analgesics,E Codes: Poiso,,,
13351,E9801,Undeterm pois-barbiturat,E Codes: Poiso,,,
13352,E9802,Undet pois-sed/hypn NEC,E Codes: Poiso,,,
13353,E9803,Undeterm pois-psychotrop,E Codes: Poiso,,,
13354,E9804,Undet pois-med agnt NEC,E Codes: Poiso,,,
13355,E9805,Undet pois-med agnt NOS,E Codes: Poiso,,,
13356,E9806,Undet pois-corros/caust,E Codes: Poiso,,,
13357,E9807,Undet pois-agricult agnt,E Codes: Poiso,,,
13358,E9808,Undeter pois-arsenic,E Codes: Poiso,,,
13359,E9809,Undeter pois-sol/liq NEC,E Codes: Poiso,,,
13360,E9810,Undeter pois-piped gas,E Codes: Poiso,,,
13361,E9811,Undet pois-container gas,E Codes: Poiso,,,
13362,E9818,Undet pois-util gas NEC,E Codes: Poiso,,,
13363,E9820,Undeter pois-exhaust gas,E Codes: Poiso,,,
13364,E9821,Undetermin poison-co NEC,E Codes: Poiso,,,
13365,E9828,Undet pois-gas/vapor NEC,E Codes: Poiso,,,
13366,E9829,Undet pois-gas/vapor NOS,E Codes: Poiso,,,
13367,E9830,Undetermin circ-hanging,E Codes: Suffo,,,
13368,E9831,Undet circ-suf plast bag,E Codes: Suffo,,,
13369,E9838,Undet circ-suffocate NEC,E Codes: Suffo,,,
13370,E9839,Undet circ-suffocate NOS,E Codes: Suffo,,,
13371,E984,Undeterm circ-submersion,E Codes: Drown,,,
13372,E9850,Undetermin circ-handgun,E Codes: Firea,,,
13373,E9851,Undetermin circ-shotgun,E Codes: Firea,,,
13374,E9852,Undet circ-hunting rifle,E Codes: Firea,,,
13375,E9853,Undet circ-military arms,E Codes: Firea,,,
13376,E9854,Undeter circ-firearm NEC,E Codes: Firea,,,
13377,E9855,Undeterm circ-explosive,E Codes: Other,,,
13378,E9856,Undetrmine accid-air gun,E Codes: Other,,,
13379,E9857,Injury paintball gun NOS,E Codes: Other,,,
13380,E986,Undet circ-cut instrumnt,E Codes: Cut/p,,,
13381,E9870,Undet circ-fall residenc,E Codes: Fall,,,
13382,E9871,Undet fall structure NEC,E Codes: Fall,,,
13383,E9872,Undet fall natural site,E Codes: Fall,,,
13384,E9879,Undet circ-fall site NOS,E Codes: Fall,,,
13385,E9880,Undeterm circ-moving obj,E Codes: Other,,,
13386,E9881,"Undeterm circ-burn, fire",E Codes: Fire/,,,
13387,E9882,Undeterm circ-scald,E Codes: Fire/,,,
13388,E9883,Undeterm circ-extrm cold,E Codes: Natur,,,
13389,E9884,Undeterm circ-electrocut,E Codes: Other,,,
13390,E9885,Undet circ-mot veh crash,e codes: motor,,,
13391,E9886,Undet circ-aircrft crash,e codes: trans,,,
13392,E9887,Undet circ-caustic subst,E Codes: Fire/,,,
13393,E9888,Undetermin circumst NEC,e codes: other,,,
13394,E9889,Undetermin circumst NOS,E Codes: Unspe,,,
13395,E989,Late eff inj-undet circ,e codes: other,,,
13396,E9900,War inj:gasoline bomb,E Codes: Other,,,
13397,E9901,War inj:flamethrower,E Codes: Other,,,
13398,E9902,War inj:incndiary bullet,E Codes: Other,,,
13399,E9903,War inj:ind convn weapn,E Codes: Other,,,
13400,E9909,War injury:fire NEC,E Codes: Other,,,
13401,E9910,War inj:rubber bullet,E Codes: Other,,,
13402,E9911,War injury:pellets,E Codes: Other,,,
13403,E9912,War injury:bullet NEC,E Codes: Other,,,
13404,E9913,War inj:antiperson bomb,E Codes: Other,,,
13405,E9914,War inj:munition fragmnt,E Codes: Other,,,
13406,E9915,War inj:prsn-brn fragmnt,E Codes: Other,,,
13407,E9916,War inj:vehic-borne IED,E Codes: Other,,,
13408,E9917,War inj:fragment IED NEC,E Codes: Other,,,
13409,E9918,War inj:weapon fragments,E Codes: Other,,,
13410,E9919,War inj:fragments NEC,E Codes: Other,,,
13411,E9920,War inj:torpedo,E Codes: Other,,,
13412,E9921,War inj:depth charge,E Codes: Other,,,
13413,E9922,War inj:marine mines,E Codes: Other,,,
13414,E9923,War inj:seabase art shel,E Codes: Other,,,
13415,E9928,War inj:marine weapn NEC,E Codes: Other,,,
13416,E9929,War inj:marine weapn NOS,E Codes: Other,,,
13417,E9930,War inj:aerial bomb,E Codes: Other,,,
13418,E9931,War inj:guided missile,E Codes: Other,,,
13419,E9932,War inj:mortar,E Codes: Other,,,
13420,E9933,War inj:person IED,E Codes: Other,,,
13421,E9934,War inj:vehicle IED,E Codes: Other,,,
13422,E9935,War inj:IED NEC,E Codes: Other,,,
13423,E9936,War inj:acc own munition,E Codes: Other,,,
13424,E9937,War inj:acc disch launch,E Codes: Other,,,
13425,E9938,War inj:explosion NEC,E Codes: Other,,,
13426,E9939,War inj:explosion NOS,E Codes: Other,,,
13427,E9940,War inj:aircrft des-enmy,E Codes: Other,,,
13428,E9941,War inj:aircrft-own expl,E Codes: Other,,,
13429,E9942,War inj:aircrft collisn,E Codes: Other,,,
13430,E9943,War inj:aircraft fire,E Codes: Other,,,
13431,E9948,War inj:aircrft dest NEC,E Codes: Other,,,
13432,E9949,War inj:aircrft dest NOS,E Codes: Other,,,
13433,E9950,War inj:hnd-hnd combat,E Codes: Other,,,
13434,E9951,War inj:blunt object,E Codes: Other,,,
13435,E9952,War inj:piercing object,E Codes: Other,,,
13436,E9953,War inj:intn restrct air,E Codes: Other,,,
13437,E9954,War inj:unintentl drown,E Codes: Other,,,
13438,E9958,War inj:con warfare NEC,E Codes: Other,,,
13439,E9959,War inj:con warfare NOS,E Codes: Other,,,
13440,E9960,War inj:dir nucl weapon,E Codes: Other,,,
13441,E9961,War inj:indir nucl weapn,E Codes: Other,,,
13442,E9962,War inj:therml radiation,E Codes: Other,,,
13443,E9963,War inj:nuclear rad eff,E Codes: Other,,,
13444,E9968,War inj:nucl weapon NEC,E Codes: Other,,,
13445,E9969,War inj:nucl weapon NOS,E Codes: Other,,,
13446,E9970,War injury:lasers,E Codes: Other,,,
13447,E9971,War injury:biol warfare,E Codes: Other,,,
13448,E9972,War injury:gas/fum/chem,E Codes: Other,,,
13449,E9973,War inj:WMD NOS,E Codes: Other,,,
13450,E9978,War inj-unconven war NEC,e codes: other,,,
13451,E9979,War inj-unconven war NOS,E Codes: Unspe,,,
13452,E9980,War inj:expl mine-cease,E Codes: Other,,,
13453,E9981,War inj:expl bomb-cease,E Codes: Other,,,
13454,E9988,War inj:after cease NEC,E Codes: Other,,,
13455,E9989,War inj:after cease NOS,E Codes: Other,,,
13456,E9990,"Late effect, war injury",E Codes: Other,,,
13457,E9991,"Late effect, terrorism",E Codes: Other,,,
13458,V010,Cholera contact,Immuniz/scrn,,,
13459,V011,Tuberculosis contact,Immuniz/scrn,,,
13460,V012,Poliomyelitis contact,Immuniz/scrn,,,
13461,V013,Smallpox contact,Immuniz/scrn,,,
13462,V014,Rubella contact,Immuniz/scrn,,,
13463,V015,Rabies contact,Immuniz/scrn,,,
13464,V016,Venereal dis contact,Immuniz/scrn,,,
13465,V0171,Varicella contact/exp,Immuniz/scrn,,,
13466,V0179,Viral dis contact NEC,Immuniz/scrn,,,
13467,V0181,Contact/exposure-anthrax,Immuniz/scrn,,,
13468,V0182,Exposure to SARS,Immuniz/scrn,,,
13469,V0183,E. coli contact/exp,Immuniz/scrn,,,
13470,V0184,Meningococcus contact,Immuniz/scrn,,,
13471,V0189,Communic dis contact NEC,Immuniz/scrn,,,
13472,V019,Communic dis contact NOS,Immuniz/scrn,,,
13473,V020,Cholera carrier,Immuniz/scrn,,,
13474,V021,Typhoid carrier,Immuniz/scrn,,,
13475,V022,Amebiasis carrier,Immuniz/scrn,,,
13476,V023,GI pathogen carrier NEC,Immuniz/scrn,,,
13477,V024,Diphtheria carrier,Immuniz/scrn,,,
13478,V0251,Group b streptoc carrier,Immuniz/scrn,,,
13479,V0252,Streptococus carrier NEC,Immuniz/scrn,,,
13480,V0253,Meth susc Staph carrier,Immuniz/scrn,,,
13481,V0254,Meth resis Staph carrier,Immuniz/scrn,,,
13482,V0259,Bacteria dis carrier NEC,Immuniz/scrn,,,
13483,V0260,Viral hep carrier NOS,Immuniz/scrn,,,
13484,V0261,Hepatitis B carrier,Immuniz/scrn,,,
13485,V0262,Hepatitis C carrier,Immuniz/scrn,,,
13486,V0269,Viral hep carrier NEC,Immuniz/scrn,,,
13487,V027,Gonorrhea carrier,Immuniz/scrn,,,
13488,V028,Venereal dis carrier NEC,Immuniz/scrn,,,
13489,V029,Carrier NEC,Immuniz/scrn,,,
13490,V030,Vaccin for cholera,Immuniz/scrn,,,
13491,V031,Vacc-typhoid-paratyphoid,Immuniz/scrn,,,
13492,V032,Vaccin for tuberculosis,Immuniz/scrn,,,
13493,V033,Vaccin for plague,Immuniz/scrn,,,
13494,V034,Vaccin for tularemia,Immuniz/scrn,,,
13495,V035,Vaccin for diphtheria,Immuniz/scrn,,,
13496,V036,Vaccin for pertussis,Immuniz/scrn,,,
13497,V037,Tetanus toxoid inoculat,Immuniz/scrn,,,
13498,V0381,Nd vac hmophlus inflnz b,Immuniz/scrn,,,
13499,V0382,Nd vac strptcs pneumni b,Immuniz/scrn,,,
13500,V0389,Nd other specf vacnation,Immuniz/scrn,,,
13501,V039,Vaccin for bact dis NOS,Immuniz/scrn,,,
13502,V040,Vaccin for poliomyelitis,Immuniz/scrn,,,
13503,V041,Vaccin for smallpox,Immuniz/scrn,,,
13504,V042,Vaccin for measles,Immuniz/scrn,,,
13505,V043,Vaccin for rubella,Immuniz/scrn,,,
13506,V044,Vaccin for yellow fever,Immuniz/scrn,,,
13507,V045,Vaccin for rabies,Immuniz/scrn,,,
13508,V046,Vaccin for mumps,Immuniz/scrn,,,
13509,V047,Vaccin for common cold,Immuniz/scrn,,,
13510,V0481,Vaccin for influenza,Immuniz/scrn,,,
13511,V0482,Vaccination for RSV,Immuniz/scrn,,,
13512,V0489,Vaccn/inoc viral dis NEC,Immuniz/scrn,,,
13513,V050,Arbovirus enceph vaccin,Immuniz/scrn,,,
13514,V051,Vacc arboviral dis NEC,Immuniz/scrn,,,
13515,V052,Vaccin for leishmaniasis,Immuniz/scrn,,,
13516,V053,Need prphyl vc vrl hepat,Immuniz/scrn,,,
13517,V054,Need prphyl vc varicella,Immuniz/scrn,,,
13518,V058,Vaccin for disease NEC,Immuniz/scrn,,,
13519,V059,Vaccin for singl dis NOS,Immuniz/scrn,,,
13520,V060,Vaccin for cholera + tab,Immuniz/scrn,,,
13521,V061,Vaccination for DTP-DTaP,Immuniz/scrn,,,
13522,V062,Vaccin for dtp + tab,Immuniz/scrn,,,
13523,V063,Vaccin for dtp + polio,Immuniz/scrn,,,
13524,V064,Vac-measle-mumps-rubella,Immuniz/scrn,,,
13525,V065,Vaccination for Td-DT,Immuniz/scrn,,,
13526,V066,Nd vac strp pnumn/inflnz,Immuniz/scrn,,,
13527,V068,Vac-dis combinations NEC,Immuniz/scrn,,,
13528,V069,Vac-dis combinations NOS,Immuniz/scrn,,,
13529,V070,Prophylactic isolation,Unclassified,,,
13530,V071,Desensitiza to allergens,Allergy,,,
13531,V072,Prophylact immunotherapy,Unclassified,,,
13532,V0731,Prophylac fluoride admin,Unclassified,,,
13533,V0739,Other prophylac chemothr,Unclassified,,,
13534,V074,Hormone replace postmeno,Menopausl dx,,,
13535,V0751,Use of SERMs,Unclassified,,,
13536,V0752,Use aromatase inhibitors,Unclassified,,,
13537,V0759,Use oth agnt af estrogen,Unclassified,,,
13538,V078,Prophyl or tx meas NEC,Unclassified,,,
13539,V079,Prophyl or tx meas NOS,Unclassified,,,
13540,V08,Asymp hiv infectn status,HIV infectn,HCC1 HIV/AIDS,,"Infectious Disease, HIV"
13541,V090,Inf mcrg rstn pncllins,Oth bact inf,,,"Infectious Disease, HIV"
13542,V091,Inf mcrg rstn b-lactam,Oth bact inf,,,"Infectious Disease, HIV"
13543,V092,Inf mcrg rstn macrolides,Oth bact inf,,,"Infectious Disease, HIV"
13544,V093,Inf mcrg rstn ttrcycln,Oth bact inf,,,"Infectious Disease, HIV"
13545,V094,Inf mcrg rstn amnglcsds,Oth bact inf,,,"Infectious Disease, HIV"
13546,V0950,Inf mcr rst qn flr nt ml,Oth bact inf,,,"Infectious Disease, HIV"
13547,V0951,Inf mcrg rstn qn flrq ml,Oth bact inf,,,"Infectious Disease, HIV"
13548,V096,Inf mcrg rstn sulfnmides,Oth bact inf,,,"Infectious Disease, HIV"
13549,V0970,Inf mcr rst oth ag nt ml,Oth bact inf,,,"Infectious Disease, HIV"
13550,V0971,Inf mcrg rstn oth ag mlt,Oth bact inf,,,"Infectious Disease, HIV"
13551,V0980,Inf mcr rst ot drg nt ml,Oth bact inf,,,"Infectious Disease, HIV"
13552,V0981,Inf mcrg rstn oth drg ml,Oth bact inf,,,"Infectious Disease, HIV"
13553,V0990,Infc mcrg drgrst nt mult,Oth bact inf,,,"Infectious Disease, HIV"
13554,V0991,Infc mcrg drgrst mult,Oth bact inf,,,"Infectious Disease, HIV"
13555,V1000,Hx of GI malignancy NOS,GI/perit can,,,
13556,V1001,Hx of tongue malignancy,Hd/nck cancr,,,
13557,V1002,Hx-oral/pharynx malg NEC,Hd/nck cancr,,,
13558,V1003,Hx-esophageal malignancy,Esoph cancer,,,
13559,V1004,Hx of gastric malignancy,Stomch cancr,,,
13560,V1005,Hx of colonic malignancy,Colon cancer,,Colorectal Ca,
13561,V1006,Hx-rectal & anal malign,Rctm/anus ca,,Colorectal Ca,
13562,V1007,Hx of liver malignancy,Liver/ibd ca,,,
13563,V1009,Hx of GI malignancy NEC,GI/perit can,,,
13564,V1011,Hx-bronchogenic malignan,Brnch/lng ca,,Lung Cancer,
13565,V1012,Hx-tracheal malignancy,Ot respir ca,,,
13566,V1020,Hx-resp org malignan NOS,Ot respir ca,,,
13567,V1021,Hx-laryngeal malignancy,Hd/nck cancr,,,
13568,V1022,Hx-nose/ear/sinus malig,Ot respir ca,,,
13569,V1029,Hx-intrathoracic mal NEC,Ot primry ca,,,
13570,V103,Hx of breast malignancy,Breast cancr,,Breast Cancer,
13571,V1040,Hx-female genit malg NOS,Fem genit ca,,,
13572,V1041,Hx-cervical malignancy,Cervix cancr,,,
13573,V1042,Hx-uterus malignancy NEC,Uterus cancr,,Endometrial C,
13574,V1043,Hx of ovarian malignancy,Ovary cancer,,,
13575,V1044,Hx-female genit malg NEC,Fem genit ca,,,
13576,V1045,Hx-male genit malig NOS,Mal genit ca,,,
13577,V1046,Hx-prostatic malignancy,Prostate can,,Prostate Canc,
13578,V1047,Hx-testicular malignancy,Testis cancr,,,
13579,V1048,Hx-epididymis malignancy,Mal genit ca,,,
13580,V1049,Hx-male genit malig NEC,Mal genit ca,,,
13581,V1050,Hx-urinary malignan NOS,Uriny org ca,,,
13582,V1051,Hx of bladder malignancy,Bladder cncr,,,
13583,V1052,Hx of kidney malignancy,Kidny/rnl ca,,,
13584,V1053,Hx malig renal pelvis,Kidny/rnl ca,,,
13585,V1059,Hx-urinary malignan NEC,Uriny org ca,,,
13586,V1060,Hx of leukemia NOS,Leukemias,,,
13587,V1061,Hx of lymphoid leukemia,Leukemias,,,
13588,V1062,Hx of myeloid leukemia,Leukemias,,,
13589,V1063,Hx of monocytic leukemia,Leukemias,,,
13590,V1069,Hx of leukemia NEC,Leukemias,,,
13591,V1071,Hx-lymphosarcoma,Non-Hodg lym,,,
13592,V1072,Hx-hodgkin's disease,Hodgkin-s ds,,,
13593,V1079,Hx-lymphatic malign NEC,Non-Hodg lym,,,
13594,V1081,Hx of bone malignancy,Ot primry ca,,,
13595,V1082,Hx-malig skin melanoma,Skin melanom,,,
13596,V1083,Hx-skin malignancy NEC,Non-epith ca,,,
13597,V1084,Hx of eye malignancy,Ot primry ca,,,
13598,V1085,Hx of brain malignancy,Brain/ns can,,,
13599,V1086,Hx-malign nerve syst NEC,Brain/ns can,,,
13600,V1087,Hx of thyroid malignancy,Thyroid cncr,,,
13601,V1088,Hx-endocrine malign NEC,Ot primry ca,,,
13602,V1089,Hx of malignancy NEC,Ot primry ca,,,
13603,V1090,Hx malig neoplasm NOS,Ot primry ca,,,
13604,V1091,Hx malig neuroendo tumor,Ot primry ca,,,
13605,V110,Hx of schizophrenia,Screening and,,,
13606,V111,Hx of affective disorder,Screening and,,,
13607,V112,Hx of neurosis,Screening and,,,
13608,V113,Hx of alcoholism,Screening and,,,
13609,V114,Hx combat/stress reactn,Screening and,,,
13610,V118,Hx-mental disorder NEC,Screening and,,,
13611,V119,Hx-mental disorder NOS,Screening and,,,
13612,V1200,Prsnl hst unsp nfct prst,Oth infectns,,,
13613,V1201,Prsnl hst tuberculosis,Tuberculosis,,,
13614,V1202,Prsnl hst poliomyelitis,Oth CNS infx,,,
13615,V1203,Personal histry malaria,Oth infectns,,,
13616,V1204,Hx Methicln resist Staph,Oth infectns,,,
13617,V1209,Prsnl hst oth nfct parst,Oth infectns,,,
13618,V121,Hx-nutrition deficiency,Nutrit defic,,,
13619,V1221,Hx gestational diabetes,Ot nutrit dx,,,
13620,V1229,Hx-endocr/meta/immun dis,Ot nutrit dx,,,
13621,V123,Hx-blood diseases,Ot hematl dx,,,
13622,V1240,Hx nerv sys/snse org NOS,Oth nerv dx,,,
13623,V1241,Hx benign neoplasm brain,Oth nerv dx,,,
13624,V1242,Personl hx infection CNS,Oth nerv dx,,,
13625,V1249,Hx nerv sys/snse org NEC,Oth nerv dx,,,
13626,V1250,Hx-circulatory dis NOS,Ot circul dx,,,
13627,V1251,Hx-ven thrombosis/embols,Phlebitis,,,
13628,V1252,Hx-thrombophlebitis,Phlebitis,,,
13629,V1253,Hx sudden cardiac arrest,Ot circul dx,,,
13630,V1254,Hx TIA/stroke w/o resid,Ot circul dx,,,
13631,V1255,Hx pulmonary embolism,Phlebitis,,,
13632,V1259,Hx-circulatory dis NEC,Ot circul dx,,,
13633,V1260,Hx resp system dis NOS,Oth low resp,,,
13634,V1261,Prsnl hx recur pneumonia,Oth low resp,,,
13635,V1269,Hx resp system dis NEC,Oth low resp,,,
13636,V1270,Prsnl hst unspc dgstv ds,Other GI dx,,,
13637,V1271,Prsnl hst peptic ulcr ds,Gasduo ulcer,,,
13638,V1272,Prsnl hst colonic polyps,Ot bnign neo,,,
13639,V1279,Prsnl hst ot spf dgst ds,Other GI dx,,,
13640,V1300,Prsnl hst urnr dsrd unsp,Other GU dx,,,
13641,V1301,Prsnl hst urnr dsrd calc,Urin stone,,,
13642,V1302,Personal history UTI,Other GU dx,,,
13643,V1303,Personl hx nephrotic syn,Other GU dx,,,
13644,V1309,Prsn hst ot spf urn dsrd,Other GU dx,,,
13645,V131,Hx-trophoblastic disease,Unclassified,,,
13646,V1321,History-pre-term labor,Ot femal gen,,,
13647,V1322,Hx of cervical dysplasia,Ot femal gen,,,
13648,V1323,Hx vaginal dysplasia,Ot femal gen,,,
13649,V1324,Hx vulvar dysplasia,Ot femal gen,,,
13650,V1329,Hx-genital/obs dis NEC,Ot femal gen,,,
13651,V133,Hx-skin/subcutan tis dis,Oth skin dx,,,
13652,V134,Hx of arthritis,Osteoarthros,,,
13653,V1351,Hx pathological fracture,Patholog fx,,,
13654,V1352,Hx stress fracture,Patholog fx,,,
13655,V1359,Hx musculoskletl dis NEC,Ot conn tiss,,,
13656,V1361,Hx-hypospadias,gu cong anom,,,
13657,V1362,Hx-cong malform-gu,gu cong anom,,,
13658,V1363,Hx-cong malform-nervous,Nerv cong an,,,
13659,V1364,"Hx-cong malform-eye,face",Ot cong anom,,,
13660,V1365,Hx-cong malform-heart,Cardiac anom,,,
13661,V1366,Hx-cong malform-resp sys,Ot cong anom,,,
13662,V1367,Hx-cong malform-digest,GI cong anom,,,
13663,V1368,"Hx-cong malform-skin,ms",Ot cong anom,,,
13664,V1369,Hx-congenital malfor NEC,Ot cong anom,,,
13665,V137,Hx-perinatal problems,Ot perint dx,,,
13666,V1381,Hx of anaphylaxis,Allergy,,,
13667,V1389,Hx diseases NEC,Unclassified,,,
13668,V139,Hx of disease NOS,Unclassified,,,
13669,V140,Hx-penicillin allergy,Allergy,,,
13670,V141,Hx-antibiot allergy NEC,Allergy,,,
13671,V142,Hx-sulfonamides allergy,Allergy,,,
13672,V143,Hx-anti-infect allergy,Allergy,,,
13673,V144,Hx-anesthetic allergy,Allergy,,,
13674,V145,Hx-narcotic allergy,Allergy,,,
13675,V146,Hx-analgesic allergy,Allergy,,,
13676,V147,Hx-vaccine allergy,Allergy,,,
13677,V148,Hx-drug allergy NEC,Allergy,,,
13678,V149,Hx-drug allergy NOS,Allergy,,,
13679,V1501,Hx-peanut allergy,Allergy,,,
13680,V1502,Hx-milk prod allergy,Allergy,,,
13681,V1503,Hx-eggs allergy,Allergy,,,
13682,V1504,Hx-seafood allergy,Allergy,,,
13683,V1505,Hx-other food allergy,Allergy,,,
13684,V1506,Hx-allergy insct/arachnd,Allergy,,,
13685,V1507,Hx-latex allergy,Allergy,,,
13686,V1508,Hx-radiogrphc dye allrgy,Allergy,,,
13687,V1509,Hx-allergy NEC,Allergy,,,
13688,V151,Hx-major cardiovasc surg,Ot circul dx,,,
13689,V1521,Hx in utero proc in preg,Unclassified,,,
13690,V1522,Hx in utero proc fetus,Unclassified,,,
13691,V1529,Hx surgery to organs NEC,Unclassified,,,
13692,V153,Hx of irradiation,Unclassified,,,
13693,V1541,Hx of physical abuse,Screening and,,,
13694,V1542,Hx of emotional abuse,Screening and,,,
13695,V1549,Psychological trauma NEC,Screening and,,,
13696,V1551,Hx traumatic fracture,Other injury,,,
13697,V1552,Hx traumatc brain injury,Intracrn inj,,,
13698,V1553,"Hx retained FB, rem",Complic proc,,,
13699,V1559,Hx injury NEC,Other injury,,,
13700,V156,Hx of poisoning,Other injury,,,
13701,V157,Hx of contraception,Contraceptiv,,,
13702,V1580,Hx failed mod sedation,Complic proc,,,
13703,V1581,Hx of past noncompliance,Unclassified,,,
13704,V1582,History of tobacco use,Screening and,,,
13705,V1583,Hx underimmunizn status,Complic proc,,,
13706,V1584,Hx-contct/expos asbestos,Unclassified,,,
13707,V1585,Hx-cont/exps haz bdy fld,Unclassified,,,
13708,V1586,Hx-contact/exposure lead,Unclassified,,,
13709,V1587,Hx of ECMO,Unclassified,,,
13710,V1588,Personal history of fall,Other injury,,,
13711,V1589,Hx-health hazards NEC,Unclassified,,,
13712,V159,Hx-health hazard NOS,Unclassified,,,
13713,V160,Family hx-gi malignancy,Unclassified,,,
13714,V161,Fm hx-trach/bronchog mal,Unclassified,,,
13715,V162,Fam hx-intrathoracic mal,Unclassified,,,
13716,V163,Family hx-breast malig,Unclassified,,,
13717,V1640,Fm hx genital malig NOS,Unclassified,,,
13718,V1641,Fm hx ovary malignancy,Unclassified,,,
13719,V1642,Fm hx prostate malig,Unclassified,,,
13720,V1643,Fm hx testis malig,Unclassified,,,
13721,V1649,Fm hx genital malig NEC,Unclassified,,,
13722,V1651,Family hx-kidney malig,Unclassified,,,
13723,V1652,Fam hx-bladder malig,Unclassified,,,
13724,V1659,Fam hx-urinry malig NEC,Unclassified,,,
13725,V166,Family hx-leukemia,Unclassified,,,
13726,V167,Fam hx-lymph neoplas NEC,Unclassified,,,
13727,V168,Family hx-malignancy NEC,Unclassified,,,
13728,V169,Family hx-malignancy NOS,Unclassified,,,
13729,V170,Fam hx-psychiatric cond,Unclassified,,,
13730,V171,Family hx-stroke,Unclassified,,,
13731,V172,Fam hx-neurolog dis NEC,Unclassified,,,
13732,V173,Fam hx-ischem heart dis,Unclassified,,,
13733,V1741,Fam hx sudden card death,Unclassified,,,
13734,V1749,Fam hx-cardiovas dis NEC,Unclassified,,,
13735,V175,Family hx-asthma,Unclassified,,,
13736,V176,Fam hx-chr resp cond NEC,Unclassified,,,
13737,V177,Family hx-arthritis,Unclassified,,,
13738,V1781,Family hx osteoporosis,Unclassified,,,
13739,V1789,Fam hx musculosk dis NEC,Unclassified,,,
13740,V180,Fam hx-diabetes mellitus,Unclassified,,,
13741,V1811,Fam hx MEN syndrome,Unclassified,,,
13742,V1819,Fm hx endo/metab dis NEC,Unclassified,,,
13743,V182,Family hx-anemia,Unclassified,,,
13744,V183,Fam hx-blood disord NEC,Unclassified,,,
13745,V184,Fm hx-intellect disablty,Unclassified,,,
13746,V1851,Family hx colonic polyps,Unclassified,,,
13747,V1859,Fam hx digest disord NEC,Unclassified,,,
13748,V1861,Fam hx-polycystic kidney,Unclassified,,,
13749,V1869,Fam hx-kidney dis NEC,Unclassified,,,
13750,V187,Family hx-gu disease NEC,Unclassified,,,
13751,V188,Fm hx-infect/parasit dis,Unclassified,,,
13752,V189,Fam hx genet dis carrier,Unclassified,,,
13753,V190,Family hx-blindness,Unclassified,,,
13754,V1911,Family history glaucoma,Unclassified,,,
13755,V1919,Family hx-eye disord NEC,Unclassified,,,
13756,V192,Family hx-deafness,Unclassified,,,
13757,V193,Family hx-ear disord NEC,Unclassified,,,
13758,V194,Family hx-skin condition,Unclassified,,,
13759,V195,Fam hx-congen anomalies,Unclassified,,,
13760,V196,Family hx-allergic dis,Unclassified,,,
13761,V197,Consanguinity,Unclassified,,,
13762,V198,Family hx-condition NEC,Unclassified,,,
13763,V200,Foundling health care,Social admin,,,
13764,V201,Care of healthy chld NEC,Social admin,,,
13765,V202,Routin child health exam,Social admin,,,
13766,V2031,Health supvsn nb <8 days,Social admin,,,
13767,V2032,Health supv nb 8-28 days,Social admin,,,
13768,V210,Rapid childhood growth,Unclassified,,,
13769,V211,Puberty,Unclassified,,,
13770,V212,Adolescence growth NEC,Unclassified,,,
13771,V2130,Low birthwt status NOS,Low birth wt,,,Baby 3
13772,V2131,Low birthwt status <500g,Low birth wt,,,Baby 1
13773,V2132,Low birthwt 500-999g,Low birth wt,,,Baby 1
13774,V2133,Low birthwt 1000-1499g,Low birth wt,,,Baby 2
13775,V2134,Low birthwt 1500-1999g,Low birth wt,,,Baby 3
13776,V2135,Low birthwt 2000-2500g,Low birth wt,,,Baby 3
13777,V218,Constit state in dev NEC,Unclassified,,,
13778,V219,Constit state in dev NOS,Unclassified,,,
13779,V220,Supervis normal 1st preg,Nml preg/del,,,"Pregnancy, incomplete"
13780,V221,Supervis oth normal preg,Nml preg/del,,,"Pregnancy, incomplete"
13781,V222,"Preg state, incidental",Nml preg/del,,,"Pregnancy, incomplete"
13782,V230,Preg w hx of infertility,Ot compl bir,,,"Pregnancy, incomplete"
13783,V231,Preg w hx-trophoblas dis,Ot compl bir,,,"Pregnancy, incomplete"
13784,V232,Preg w hx of abortion,Ot compl bir,,,"Pregnancy, incomplete"
